Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.72,1.08,0,0.23,2.03,73,24,7.7,29,"Ubisoft Paris, Ubisoft Montpellier",E10+
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.15,0.04,0.83,0,2.02,62,34,8.1,97,ChunSoft,E
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.51,0.54,0.22,2.02,89,54,8.7,1397,From Software,M
Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.39,0,0.16,2.02,70,34,7.7,17,Ubisoft,E10+
Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0,0.19,2.02,81,5,6.6,480,EA DICE,M
Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.9,0.45,0.54,0.13,2.01,92,72,9.1,1130,Intelligent Systems,T
Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64,48,6.4,182,Black Box,T
Just Dance 2015,Wii,2014,Misc,Ubisoft,0.99,0.85,0,0.17,2.01,,,8.4,5,Ubisoft,E10+
Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.73,0.88,0.08,0.32,2.01,89,43,7.4,1984,BioWare,M
Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.66,0,0.29,2,88,67,8.8,545,EA Redwood Shores,M
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1.48,0.28,0,0.23,2,76,44,7.1,107,Midway,T
TouchMaster,DS,2007,Puzzle,Midway Games,0.48,1.27,0,0.24,2,71,19,5.7,9,Midway Studios - San Diego,E10+
Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99,87,14,8.8,45,Acquire,M
Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,76,11,7.9,14,Eurocom Entertainment Software,E
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.06,0.26,0.53,0.13,1.98,75,53,7.8,162,h.a.n.d. Inc.,E10+
Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.88,0,0.32,1.98,80,46,7.6,82,EA Black Box,T
Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,,,8.5,33,Argonaut Games,E
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.92,0.03,0.3,1.98,80,53,6.2,667,Ghost Games,E10+
Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,0.74,0.95,0,0.28,1.97,56,20,4.1,95,Check Six Games,E
Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97,68,40,6.6,167,Capcom,M
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,81,57,8.7,34,Clap Hanz,E10+
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,85,83,8.4,431,"PLAYGROUND, Playground Games",T
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225,Ubisoft Montreal,M
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0,0.2,1.95,69,24,7.7,59,Vicarious Visions,E
Resident Evil 6,X360,2012,Shooter,Capcom,1.12,0.6,0.07,0.16,1.95,67,71,5,1407,Capcom,M
Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0,0.09,1.95,93,58,8.6,118,Rockstar North,AO
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0,0.06,1.95,90,31,8.8,70,Electronic Arts,E
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0,0.25,1.94,80,33,8.9,41,Aki Corp.,T
Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94,71,29,8.1,41,"Flagship, HAL Labs",E
Burnout Paradise,PS3,2008,Racing,Electronic Arts,1.01,0.62,0.02,0.29,1.94,87,55,7.7,455,Criterion Games,E10+
Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,0,0,0,1.94,,,tbd,,Jellyvision,E
Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,0.59,1.23,0,0.13,1.94,,,7.4,10,Art,E
The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,78,39,6.4,55,The Sims Studio,T
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,87,51,8,106,EA Canada,E
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,77,32,8.9,137,Dimps Corporation,T
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.17,0.58,0,0.18,1.94,83,19,7.6,78,Exakt,M
Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0,0.12,1.94,63,18,8.3,22,Ubisoft,M
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93,33,8.5,1647,Irrational Games,M
X-Men Legends,PS2,2004,Role-Playing,Activision,1,0.72,0,0.21,1.93,79,48,8.5,69,Raven Software,T
Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.53,0.23,0,0.16,1.93,72,61,7.5,87,Midway,T
Destiny: The Taken King,PS4,2015,Shooter,Activision,0.78,0.79,0.04,0.31,1.93,86,81,6,1079,Bungie,T
Destiny,X360,2014,Shooter,Activision,1.31,0.43,0,0.18,1.92,,,4.7,504,Bungie,T
Red Faction,PS2,2001,Shooter,THQ,0.76,0.96,0,0.2,1.92,88,25,8,69,Volition Inc.,M
The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0,0.09,1.92,80,22,8.6,31,Maxis,T
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.62,0.64,0.55,0.11,1.92,57,47,6.3,117,"Nintendo, Nd Cube",E
MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0,0.25,1.92,80,18,9.2,46,Rainbow Studios,E
PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,92,15,7.4,48,NanaOn-Sha,K-A
Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.1,0.55,0,0.27,1.92,84,43,7.5,80,Neversoft Entertainment,T
Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,83,75,6.5,134,Slightly Mad Studios,E
Diablo III,PS3,2013,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,86,43,6.4,557,Blizzard Entertainment,M
LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,79,78,7.1,506,Sumo Digital,E
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,90,45,8.6,80,Factor 5,T
Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.48,0,0.29,0.12,1.89,69,31,7.8,58,Namco Bandai Games,E
Monopoly,Wii,2008,Misc,Electronic Arts,0.86,0.83,0,0.2,1.89,70,11,7.8,17,Electronic Arts,E
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.14,0,0.18,1.88,85,38,4.4,132,EA Tiburon,E
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.56,0,0.17,1.88,74,46,7.5,685,WB Games Montreal,T
Game Party 2,Wii,2008,Misc,Midway Games,1.28,0.43,0,0.17,1.88,29,7,4.6,7,Midway,E
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88,81,43,8.5,90,Midway,M
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34,1.88,88,47,6.7,162,Visual Concepts,E
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.04,0.66,0,0.18,1.88,49,15,6.6,13,Papaya Studios,E
Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,82,39,7.7,145,Rare Ltd.,T
Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.6,0.03,0,0.24,1.87,76,19,4.1,91,EA Sports,E
Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,78,17,9.1,90,Omega Force,T
Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0,0.08,1.86,86,39,6.7,41,EA Sports,E
Shrek 2,PS2,2004,Platform,Activision,1.12,0.69,0.03,0.02,1.86,71,32,8.5,24,"Luxoflux, Inc.",E
The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,74,12,8.4,248,SCEI,T
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.11,0.56,0,0.18,1.86,71,18,7.9,75,Krome Studios,T
NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0,0.24,1.86,70,16,7.4,8,Electronic Arts,E
Just Cause 3,PS4,2015,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,73,42,6.5,403,Avalanche Studios,M
Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,94,16,8.1,297,SquareSoft,T
Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85,84,55,8.6,246,Naughty Dog,T
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,76,37,7.9,84,Jupiter Corporation,E
Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,87,31,7.8,790,Rockstar Studios,M
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.76,0.01,0.29,1.84,82,22,7.9,76,TT Games,E10+
Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.32,0.37,0,0.15,1.84,80,4,4.5,8,Altron,E
NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0,0.25,1.84,87,25,8.5,36,EA Sports,E
Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.82,0.82,0,0.2,1.83,67,25,8.3,66,Ubisoft Montpellier,E10+
Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.83,80,68,8.8,206,HAL Labs,E
Sonic Classic Collection,DS,2010,Platform,Sega,0.92,0.73,0,0.17,1.83,70,24,7.5,28,Creative Assembly,E
Diablo III,PS4,2014,Role-Playing,Activision,0.51,0.98,0.06,0.28,1.82,,,,,Blizzard Entertainment,M
inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,83,90,8.4,932,Sucker Punch,T
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0,0.22,1.82,82,42,4.8,1265,Blizzard Entertainment,T
Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0,0.02,1.82,72,9,6,5,Mass Media,E
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0,0,0,1.82,85,17,7.9,70,Maxis,T
Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.33,0.35,0.17,1.82,89,81,8.9,1441,From Software,M
The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96,54,8.9,797,Valve Software,M
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0,0.18,1.81,82,27,8.2,11,Konami,E
Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,94,36,8,84,Sega AM2,T
Mafia III,PS4,2016,Action,Take-Two Interactive,0.42,1.08,0.03,0.28,1.81,68,66,5.1,1147,Hangar 13,M
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0,0.23,1.81,88,64,9,178,Sucker Punch,E
Guitar Hero: World Tour,PS2,2008,Misc,Activision,1,0.03,0,0.77,1.8,,,8,13,BudCat,T
Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8,83,23,8.3,46,Dimps Corporation,E
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0,0.01,0.13,1.8,80,54,6,148,EA Tiburon,E
NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89,46,7.6,105,Visual Concepts,E
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8,87,85,7.9,863,Turn 10,E
The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75,65,7.3,1223,Tango Gameworks,M
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90,62,8.9,491,Retro Studios,T
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0,0.24,1.78,85,41,8.5,47,Rockstar San Diego,T
The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57,53,7.6,47,SCEE London Studio,M
50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0,0.16,1.77,47,21,6.6,129,Genuine Games,M
Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87,35,8.6,44,Team Ninja,T
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75,30,7.4,27,TOSE,E10+
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.01,0.6,0,0.15,1.76,76,7,7.7,10,Traveller's Tales,E10+
UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,84,58,8.1,47,THQ,T
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0,0.16,1.76,75,5,9,54,Heavy Iron Studios,E
Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91,29,9.3,198,Camelot Software Planning,E
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0,0.22,1.76,83,46,8.9,73,Aki Corp.,M
Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0,0.07,1.76,84,29,6.1,27,Red Storm Entertainment,M
State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0,0.22,1.76,71,34,5.7,33,VIS Entertainment,M
The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76,70,25,8.2,24,Maxis,T
Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84,25,8,21,LucasArts,T
Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0,0.07,1.75,80,55,9.1,57,Pandemic Studios,T
Madden NFL 17,PS4,2016,Sports,Electronic Arts,1.25,0.17,0,0.32,1.75,82,35,4.9,83,EA Sports,E
Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,83,66,8,291,Avalanche Studios,M
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,81,28,7.1,47,EA Canada,E
Crackdown,X360,2007,Shooter,Microsoft Game Studios,1,0.53,0.03,0.18,1.75,83,75,8,340,Realtime Worlds,M
Wii Party U,WiiU,2013,Misc,Nintendo,0.3,0.56,0.84,0.05,1.75,65,38,6.8,135,Nd Cube,E
Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,55,6,6.2,6,Konami,E10+
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,83,35,8.7,99,Monolith Soft,T
Watch Dogs,PS3,2014,Action,Ubisoft,0.56,0.81,0.1,0.27,1.74,,,5.1,383,Ubisoft Montreal,M
Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,55,61,3.5,145,Terminal Reality,T
Dragon's Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.44,0.72,0.17,1.74,78,38,8.3,444,Capcom,M
The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.74,63,94,6.6,3172,"Ready at Dawn, SCE Santa Monica",M
SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0,0.22,1.73,92,33,8.9,71,EA Canada,E
Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.68,0.42,0.2,1.73,54,83,6.5,1074,SCE Japan Studio,E10+
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.2,0.14,1.35,0.03,1.73,78,41,8.1,31,ArtePiazza,T
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0,0.08,1.73,78,18,7.9,27,Vicarious Visions,E
Hitman: Absolution,X360,2012,Action,Square Enix,0.68,0.88,0.01,0.17,1.73,79,51,7.1,453,Io Interactive,M
The Crew,PS4,2014,Racing,Ubisoft,0.35,1.08,0.03,0.26,1.72,61,60,5.4,575,"Ubisoft Reflections, Ivory Tower",T
NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.37,0.18,0,0.18,1.72,82,9,6.3,101,Visual Concepts,E
Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0,0.08,1.72,91,39,7.6,26,EA Tiburon,E
Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72,80,55,7.7,134,Tri-Ace,T
Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0,0.32,1.72,78,26,2.5,5664,"Infinity Ward, Sledgehammer Games",M
Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,88,56,7.9,815,Arkane Studios,M
The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.17,0.39,0,0.15,1.71,89,25,8.9,43,Harmonix Music Systems,T
Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71,84,57,9.1,81,Namco,T
Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0,0.07,1.71,83,25,8.7,35,Electronic Arts,E
Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0,0.06,1.71,65,10,tbd,,3d6 Games,E
Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.7,0.82,0,0.19,1.71,,,tbd,,Magic Pockets,E
Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.4,0,0.15,1.7,20,13,1.9,41,Artefacts Studio,E
FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0,1.23,1.7,,,8.4,9,EA Sports,E
Portal 2,PS3,2011,Shooter,Valve,0.83,0.6,0.02,0.24,1.7,95,54,8.4,937,Valve Software,E10+
NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23,1.7,87,18,8.6,23,EA Sports,E
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0,0.23,1.7,74,17,5.3,77,The Sims Studio,T
No Man's Sky,PS4,2016,Action,Hello Games,0.63,0.76,0.03,0.27,1.7,71,94,4.5,5096,Hello Games,T
Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0,0,0.12,1.69,,,7.8,4,Activision,T
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,82,59,8.8,64,Zipper Interactive,M
BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.69,94,27,8.5,1863,Irrational Games,M
Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,64,8,7.1,7,Griptonite Games,E
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0,0.05,1.69,53,15,6.9,28,Webfoot Technologies,E
Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,96,82,9.4,767,Capcom,M
Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.48,1.12,0,0.08,1.69,63,11,tbd,,Jupiter Corporation,E
Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.4,0.16,0,0.12,1.68,37,4,tbd,,Farsight Studios,E
Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.7,0.01,0.18,1.68,64,62,5.9,104,EA Vancouver,T
Sonic Colors,Wii,2010,Platform,Sega,0.92,0.6,0.01,0.15,1.68,78,58,8.5,301,Sonic Team,E
Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.68,82,50,7.9,135,Volition Inc.,M
Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0,0.17,1.68,90,70,7.9,2280,Firaxis Games,E10+
The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0,0,0,1.68,79,20,8.2,25,Maxis,T
Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,92,44,9.1,200,Nintendo,E
We Ski,Wii,2008,Sports,Namco Bandai Games,0.97,0.4,0.14,0.15,1.67,67,32,8.5,12,Bandai Namco Games,E
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.46,0,0.32,1.67,73,35,7.9,46,Rebellion,T
SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0,0.22,1.67,93,41,9.1,125,EA Canada,E
Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0,0.04,1.67,90,14,6.8,4,EA Sports,E
Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67,83,40,8.9,106,Pandemic Studios,T
Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,87,10,8.3,36,Shaba Games,E
"Monsters, Inc.",GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67,,,tbd,,Artificial Mind and Movement,E
Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,1.67,87,41,7.9,597,BioWare,M
Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0,0.22,1.67,84,28,7.8,13,Paradigm Entertainment,T
NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0,0.23,1.67,94,15,8.8,81,EA Sports,E
Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.58,0.01,0.26,1.67,83,37,7.9,24,EA Chicago,T
StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.83,0.66,0,0.18,1.67,86,68,7.9,1346,Blizzard Entertainment,T
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0,0.14,1.67,71,9,9,85,Heavy Iron Studios,E
Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.45,0.9,0.05,0.26,1.66,79,103,8.2,2161,SuperMassive Games,M
Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0,0.2,1.66,44,17,8,41,HB Studios Multimedia,E
SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66,93,35,8.3,33,EA Sports Big,E
Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.93,0.56,0,0.16,1.66,78,28,8.7,22,Ubisoft,E10+
NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0,0.21,1.66,83,44,9.2,19,Midway,E
Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.5,0.01,0.13,1.66,81,42,6.5,325,Volition Inc.,M
NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,83,22,8.3,28,EA Canada,E
LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.61,0,0.15,1.66,79,59,7.2,114,TT Games,E10+
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,72,29,8.4,71,Spike,T
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.65,0.45,0.34,0.22,1.65,89,69,8.8,1940,From Software,M
Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.58,0.21,0.79,0.07,1.65,77,49,8.5,156,HAL Labs,E10+
Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,71,33,7.9,51,Hudson Soft,E
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.21,0.3,0,0.14,1.65,56,24,6.7,18,Krome Studios,T
Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,77,52,6.3,82,EA Canada,E10+
Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79,64,8.3,544,Ninja Theory,T
MySims,Wii,2007,Simulation,Electronic Arts,0.9,0.54,0.04,0.17,1.65,68,38,7.2,56,EA Redwood Shores,E
Army of Two,X360,2008,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,1.64,72,76,7.6,233,EA Montreal,M
Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0,0.21,1.64,88,18,8.9,18,EA Sports,E
Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0.88,0,0.22,1.64,83,51,8.5,120,Ubisoft Montreal,M
Far Cry 4,XOne,2014,Shooter,Ubisoft,0.8,0.69,0.01,0.14,1.63,82,15,7.5,383,Ubisoft Montreal,M
ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0,0.07,1.63,92,42,9.1,93,Visual Concepts,E
Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.8,0.06,0.26,1.63,70,98,8.1,2652,Quantic Dream,M
Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63,89,39,8.7,121,Nintendo,E
Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0,0.1,1.63,89,23,8.8,40,EA Sports,E
NBA 2K15,X360,2014,Sports,Take-Two Interactive,1.35,0.11,0,0.17,1.63,,,3,40,Visual Concepts,E
Call of Duty: Black Ops,PC,N/A,Shooter,Activision,0.58,0.81,0,0.23,1.63,81,29,5.2,1651,Treyarch,M
Ape Escape,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,90,19,8.8,53,SCEI,E
NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0,0.22,1.62,88,29,8.8,35,EA Tiburon,E
Max Payne 3,X360,2012,Shooter,Take-Two Interactive,0.86,0.62,0.01,0.13,1.62,86,80,7.8,869,Rockstar Studios,M
